id;operationdate;userid;tin;status;rand_score;isinasnef;type;month_partition
5c383f89a2ca485f0e4320d7;1547490962;5afdde16033c5a0306df10b8010de342;24.0;status_1;0.0101641588626324;false;type_1;2019-01-01
5c385170a2ca485f0e43471f;1547230999;3dd2e4cd112f3b5aebb457468f83af8d;0.0;status_1;0.012410414905232;;type_2;2019-01-01
5c39eb09a2ca485f0e442b68;1547319813;495c97bc440eff819eb441590bb71a06;24.0;status_1;0.0111007587429601;false;type_1;2019-01-01
5c36f4eca2ca485f0e4189d4;1547145732;480cc61509972bb51a1a831fc043787d;7.25;status_1;0.0086846580989712;;type_1;2019-01-01
5c383ffea2ca485f0e432114;1547190316;c5cc0b0e407dae0da27049f8a8d63abb;13.5;status_1;0.0134999745676812;;type_1;2019-01-01
5c38dca5a2ca485f0e43c27d;1547230416;148d31e8e656b50520119265dde02e69;13.5;status_1;0.0131404289825911;false;type_1;2019-01-01
5c37e2aaa2ca485f0e430d52;1547166528;b6c6f9706c7094b346852f7556aa28d2;24.0;status_1;0.0137517918952203;;type_1;2019-01-01
5c3bba17a2ca485f0e44aae8;1547418142;3e2d22a8f94fee29e9b080a225215d52;34.1;status_1;0.0116232685530718;true;type_1;2019-01-01
5c37f12d3ffcdb0001027a67;1547246743;2cffb2817ec987d67c0955fe30e6b6db;34.1;status_1;0.02;;type_1;2019-01-01
5c376a6ca2ca485f0e4294eb;1547577768;3484ed7e9dfca263eff370b5b6d809ae;13.5;status_OK;0.011104747788495;false;type_1;2019-01-01
5c37a402a2ca485f0e42dccc;1547150339;50da9cd669d48aa70466cb5ed08a5b67;7.25;status_1;0.008272199787296791;;type_1;2019-01-01
5c379ed0a2ca485f0e42d753;1547149026;1d3f854e0aabbbf22478549af1d7fc4d;16.95;status_1;0.0112667416235035;;type_1;2019-01-01
5c39ab80a2ca485f0e44045b;1547315538;ce48b92993ab2d95fe51714b64392f37;0.0;status_OK;0.0103;false;type_2;2019-01-01
5c3e172ba2ca485f0e456994;1547573130;f84bc4a76d19bbea1fae61215b2849fa;7.25;status_1;0.008838712181610591;false;type_1;2019-01-01
5c39ce21a2ca485f0e441e2b;1547292269;ba447ca9b920cf9ca6dde3be053cffc4;0.0;status_1;0.00866826905932487;false;type_2;2019-01-01
5c370b12a2ca485f0e420861;1547215544;38aa7561d4243f592c35cd0ab732fb13;0.0;status_1;0.00900817122324406;false;type_2;2019-01-01
5c38b49ebb28a700012c66e1;1547595237;b35004d6bb8821d04f6e6a4c8e65a07c;13.5;status_1;0.0123;false;type_1;2019-01-01
5c37bfd4a2ca485f0e42f961;1547482867;2ae93d2610132e278b23253ed227f18f;7.25;status_1;0.00893395267546452;;type_1;2019-01-01
5c3cb613a2ca485f0e4506f1;1547482739;d3e9cccd75c41cfc9ea443580a5bc0cf;34.1;status_2;0.0111735533551424;false;type_1;2019-01-01
5c38c0133ffcdb00010282a3;1547229301;6e90b33580f4249b84ad2c68325c02ef;34.1;status_1;0.0384;false;type_1;2019-01-01
5c3674cea2ca485f0e412a9d;1547507645;1a13a9b2c4acf81e0c2dfbe9992873f6;0.0;status_OK;16;false;type_2;2019-01-01
5c3aec0dbb28a700012c769b;1547565968;ff46a606a6aa0628fce11afeeff8cd69;13.5;status_ABANDONO;13;false;type_1;2019-01-01
5c377857a2ca485f0e42a4a6;1547242097;f938c2ef4f52eed085e0721cc89ea151;24.0;status_OK;0.0126808045433072;false;type_1;2019-01-01
5c37075ba2ca485f0e41fcc3;1547480856;522c34ec214b37462b1d2227450f27c0;13.5;status_1;0.0101061338003745;;type_1;2019-01-01
5c37db89a2ca485f0e430b36;1547164554;f7a4b0c90f0b8763b998e128d06c694e;7.25;status_1;0.008306816372576641;false;type_1;2019-01-01
5c37aaaba2ca485f0e42e3e3;1547230314;25ae4dc395642ebb4268935f53810143;16.95;status_1;0.0170874517667869;;type_1;2019-01-01
5c3cb354a2ca485f0e4505b7;1547481944;f23b31004d0b7d48e69e33bfb99c4c2f;24.0;status_1;0.0233084401135962;;type_1;2019-01-01
5c376e24a2ca485f0e429946;1547136549;e4de662315908fe9cbb6b83656a5157f;13.5;status_1;0.0119440508142644;false;type_1;2019-01-01
5c3744eaa2ca485f0e426987;1547145271;739eb7b3449f949ba7f5a330436a60a1;24.0;status_1;0.00867635501350978;;type_1;2019-01-01
5c36ee62a2ca485f0e414c4d;1547104144;96291b5f4f6186cb37846a43ecb1108d;0.0;status_OK;0.008281576534699341;false;type_2;2019-01-01
5c388f3ba2ca485f0e438df8;1547210571;72f2600a6a4a2a8f7b26964a129dba1f;7.25;status_1;0.00831547361475517;false;type_1;2019-01-01
5c384d1ea2ca485f0e433baf;1547193640;4c92db828698b3c5c87f9deef2fea138;13.5;status_1;0.0117665262169798;;type_1;2019-01-01
5c3841b1a2ca485f0e4323a4;1547449691;1a34605a0359e03e900b3f6f1e286827;34.1;status_2;0.0422896789649613;true;type_1;2019-01-01
5c377841a2ca485f0e42a48d;1547149427;71866fd5d77c1847f3a59d6e0a1ea430;7.25;status_1;0.00890729946891323;;type_1;2019-01-01
5c36f84aa2ca485f0e41ac9d;1547144114;a9f2ebd21815bb34566c1816ab9e67e8;7.95;status_1;0.00900149463385395;;type_1;2019-01-01
5c37c144a2ca485f0e42fa80;1547164442;4d9f6e3e9f0fa683069d502edcb43f14;7.25;status_1;0.00849245675894925;;type_1;2019-01-01
5c3a4b1da2ca485f0e444c07;1547573248;ba8235993d89605984f18fc96a63a057;11.95;status_1;0.0105987908222484;;type_1;2019-01-01
5c37b36ba2ca485f0e42ed1b;1547154416;6448d6578e20c50fb1f9361e692a0556;34.1;status_2;0.0343848198046619;;type_1;2019-01-01
5c3b0d8fa2ca485f0e4475d0;1547374008;743bcc113626974fb47ab177b957bd05;34.1;status_1;0.044919740990495005;;type_1;2019-01-01
5c39f091a2ca485f0e442d45;1547310801;9c163e8d203c8a4e41b7ab8652e84068;7.25;status_1;0.008913078902026809;;type_1;2019-01-01
5c3716e9a2ca485f0e4225cd;1547384864;1f5060d682e8d3ff84dc281275fe6a6a;24.0;status_1;0.025946926383381003;false;type_1;2019-01-01
5c35b6b8bb28a700012bbd93;1547465364;6ea779963bc591580633e6ad1ed5daf3;34.1;status_OK;0.0325;false;type_1;2019-01-01
5c3781e3a2ca485f0e42aef2;1547232664;9193bb1eee803a296b531b7b1f14572b;16.95;status_1;0.0144284352607631;;type_1;2019-01-01
5c3cf02aa2ca485f0e451859;1547586762;e7e640ef2f29cb050722e757c2545455;34.1;status_1;0.0401078175171702;false;type_1;2019-01-01
5c3a2574a2ca485f0e443fe6;1547314559;b13fb5863c0125c1928416d921b456e6;24.0;status_1;0.0218221173043358;false;type_1;2019-01-01
5c36f89da2ca485f0e41af97;1547291650;c14d1b187cbeb5567f221cdd645b2554;0.0;status_OK;0.00992305992473857;false;type_2;2019-01-01
5c3a85e2a2ca485f0e445a6e;1547377292;266297929d504cc0887ad459a8ed2b33;0.0;status_1;0.0125824309120375;;type_2;2019-01-01
5c370570a2ca485f0e41f60a;1547190705;cef916029a598d603c42e44c13efdf2c;7.95;status_1;0.00937283591671321;;type_1;2019-01-01
5c3a1aaebb28a700012c724e;1547312592;751bc824e29df3aec243fbee7ec047a4;13.5;status_1;0.0116;;type_1;2019-01-01
5c36fa3fa2ca485f0e41bc60;1547482882;64c9bc1b476ffd303685008f1265f137;6.95;status_1;0.00825241776498623;;type_1;2019-01-01
5c378ecea2ca485f0e42c245;1547144911;81fa838bfe6795448a88ba7ad6a3ed90;7.25;status_1;0.00829843481052975;;type_1;2019-01-01
5c378414a2ca485f0e42b15c;1547472360;4cb9b35b7c1d84fe3c89ea5572c8aa54;13.5;status_OK;0.0126256792093588;false;type_1;2019-01-01
5c38989ea2ca485f0e4395f3;1547486121;a92c12a70669df4aba9d09fd729786c6;7.95;status_1;0.00899766557433776;;type_1;2019-01-01
5c3494c63ffcdb0001016353;1547158469;2ab55becc8345ed49ccef419c86c0230;24.0;status_ABANDONO;0.0139;false;type_1;2019-01-01
5c3c9653a2ca485f0e44fa28;1547502799;984f16d9cf4ac4aad731aff705358769;0.0;status_KO;0.00827255452870609;false;type_2;2019-01-01
5c3b8123a2ca485f0e44990d;1547404085;ad1dc095e7f2fdc9100448b76c5b7dd0;0.0;status_OK;0.0083;false;type_2;2019-01-01
5c3a8afda2ca485f0e445b76;1547558974;04d092a0791a8872dd48abd468c4142a;24.0;status_2;0.0261691458540757;false;type_1;2019-01-01
5c378d7da2ca485f0e42bfef;1547144573;c79b3ba5b5c3a263e063a0acdb981638;6.95;status_1;0.00821843288525183;;type_1;2019-01-01
5c3ccd96bb28a700012c86e6;1547578347;8a3bf7a23ead6c21d21a8c5a7c97ddea;24.0;status_1;15;;type_1;2019-01-01
5c37cde7a2ca485f0e43047f;1547340814;14988102db109d46f8879ae9a833e686;16.95;status_1;0.020016538180591;false;type_1;2019-01-01
5c372216a2ca485f0e4239a9;1547148288;089911661b38b0335436fab4b4a0bdac;7.25;status_1;0.00843575806389684;false;type_1;2019-01-01
5c3793b4a2ca485f0e42ca0d;1547146166;26b80f31a0b66a15dce71107e8ad0a41;7.95;status_1;0.008270934776506679;;type_1;2019-01-01
5c36f4d4a2ca485f0e4188d6;1547144102;566a3484ba002deffaa999593fa4bda8;6.95;status_1;0.008248202385661959;;type_1;2019-01-01
5c36f845a2ca485f0e41ac63;1547226784;d7f5acc6fba643acb0ed79f7ae75e43a;13.5;status_OK;0.0119858469258327;false;type_1;2019-01-01
5c36fcbda2ca485f0e41cc6c;1547144314;f82321432bb630c71c430e33027bbe1d;6.95;status_1;0.00822350170590378;false;type_1;2019-01-01
5c37c6df3ffcdb0001027990;1547586054;06cd88a9eaef039581ad717789f2bb55;16.95;status_1;0.0118;;type_1;2019-01-01
5c39c59ea2ca485f0e4418d6;1547465738;cfb90abfc6299577c9c5b687e53c0540;34.1;status_OK;0.0193259636520753;false;type_1;2019-01-01
5c378f51a2ca485f0e42c324;1547145042;7c2008657e7589a689980492a1e8786e;13.5;status_1;0.0130566035594723;;type_1;2019-01-01
5c373a70a2ca485f0e425c43;1547144422;49dc13664ad8f55d6a54cba6e86069ec;24.0;status_1;0.0162128625028463;;type_1;2019-01-01
5c36f1aaa2ca485f0e4164e9;1547556301;3715833686a0a863e9f04d709ab61ff8;11.95;status_1;0.0105211302563034;;type_1;2019-01-01
5c3de2fea2ca485f0e455b79;1547559833;aeed6017ebb67dd707d8852570dba6c2;7.95;status_2;0.00949225509992732;true;type_1;2019-01-01
5c373e96a2ca485f0e42618c;1547136855;2eccfb139ab67c23e4001abf84573a32;24.0;status_1;0.0265817577893772;;type_1;2019-01-01
5c37b921a2ca485f0e42f2db;1547500067;f7fc1d796a1ce39590ac0960d2c75aed;0.0;status_KO;0.0104980751929302;false;type_2;2019-01-01
5c3a1489a2ca485f0e443a30;1547373998;21c65cd43a9c5f6923a95cdde96067cf;16.95;status_1;0.016601458637925;;type_1;2019-01-01
5c3788d6a2ca485f0e42b6ae;1547143383;68e11e55ab8eac858c7c42a52439b7cd;6.95;status_1;0.00825981270300356;;type_1;2019-01-01
5c39f0efa2ca485f0e442d5d;1547301236;689ece55553bbcc788724b3ac83a979e;24.0;status_1;0.021232840112429;;type_1;2019-01-01
5c37905ea2ca485f0e42c4b0;1547145311;fe3a851a0e06ffc755c6cbfb6a92165b;7.25;status_1;0.00826035274747828;;type_1;2019-01-01
5c3b8fc63ffcdb0001029907;1547407437;b05daedb3619f6a227205ea98ec17320;16.95;status_1;0.0164;;type_1;2019-01-01
5c3e51ee3ffcdb000102af30;1547588610;4a5ba0bfe218b23edb25d720d09bcdc3;9.95;status_1;0.0084;;type_1;2019-01-01
5c37418da2ca485f0e426553;1547281106;1761f36d93cee3f1c87d4b97ff30fd44;7.25;status_1;0.00826310976994545;;type_1;2019-01-01
5c3745c3a2ca485f0e426a70;1547490441;8d6fee0f53a9ca3a414b91a063fd570f;7.95;status_1;0.00920325749477801;;type_1;2019-01-01
5c388a54a2ca485f0e438a33;1547469086;12238242df4b0bd0e294867c871dc189;13.5;status_1;0.0117754425599568;;type_1;2019-01-01
5c370a5ba2ca485f0e420611;1547152173;f3229a6df1fa24388a57511309a1039f;13.5;status_1;0.0124742159819942;;type_1;2019-01-01
5c3769eba2ca485f0e429415;1547207786;d411444ab6b3c9730c5957862114f075;0.0;status_1;0.0144351284460002;;type_2;2019-01-01
5c36f500a2ca485f0e418aae;1547375092;5a8f7d7af16010f1a6cdce2c5418a3d2;13.5;status_1;0.0136453988696191;;type_1;2019-01-01
5c378d50a2ca485f0e42bfb0;1547486112;7637cb8ec2e783481a6342db32685113;16.95;status_1;0.019591237236364;;type_1;2019-01-01
5c36f4bea2ca485f0e4187be;1547239098;01276797f5fa3f5d2bd88d18d0c2efe3;7.95;status_1;0.00953590545575764;false;type_1;2019-01-01
5c36f544a2ca485f0e418daf;1547162233;18c1deb292b9a92dc52f75bdfd8e5762;7.95;status_1;0.00899889164298982;;type_1;2019-01-01
5c372868a2ca485f0e424419;1547481042;c87460110c2b7a76063eab6e5b731df7;7.25;status_1;0.007151395549168879;;type_1;2019-01-01
5c3b2a5fa2ca485f0e4480a5;1547499849;670d1c4492623522f527ed89dc245616;6.95;status_1;0.00822479013992315;;type_1;2019-01-01
5c37b1b6a2ca485f0e42eaee;1547581127;9f37593ae0144ce4daddcfd4518069d2;11.95;status_1;0.0104427851144719;;type_1;2019-01-01
5c3b0981a2ca485f0e4473ce;1547377199;b25a733170be3c3629d9fe42b98a61e9;0.0;status_OK;0.0103;false;type_2;2019-01-01
5c36f552a2ca485f0e418e3e;1547218798;672a2ffee6e883ddcfb6c2536df9e48b;24.0;status_OK;0.0105491636687113;false;type_1;2019-01-01
5c3a20dba2ca485f0e443df6;1547313384;4ef01b7ae673d1c8dcfdedecc4303616;24.0;status_1;0.0161814081707829;;type_1;2019-01-01
5c37054aa2ca485f0e41f5a4;1547144638;83d825995ba7052765041db352e8d44c;6.95;status_1;0.008246605725862879;;type_1;2019-01-01
5c3ba7593ffcdb0001029a16;1547413522;e86bb816b2f955e98b00a7e66da30bd7;34.1;status_1;0.0116;;type_1;2019-01-01
5c3d06b6a2ca485f0e451edb;1547505302;d80bae96986c4c6be60c3b4541379093;0.0;status_1;0.0118443727127253;false;type_2;2019-01-01
5c37029da2ca485f0e41ea81;1547547032;62677d7c7120e42a8a2b373c3eaecdf0;24.0;status_OK;0.0090210931259574;false;type_1;2019-01-01
5c378e2ca2ca485f0e42c12c;1547144948;7475dc9097c19d49a3385e1215ad7b06;7.95;status_1;0.00915344586246691;;type_1;2019-01-01
5c37df43a2ca485f0e430c55;1547165520;14f07cf6747e355c9404ad35359fba1f;34.1;status_1;0.0478335794403573;;type_1;2019-01-01
5c36e308a2ca485f0e41346e;1547569145;0f66cad2c0c42fe7a1ce3365f3c25cdd;13.5;status_1;0.0101892266576884;false;type_1;2019-01-01
5c36fa4ea2ca485f0e41bcac;1547118898;6b70af55b7df73324b5c938d20dcbd7d;24.0;status_1;0.0114403661172294;false;type_1;2019-01-01
5c36f49ea2ca485f0e41864d;1547483735;461b6651e0f1ef2fc29eab91df3571c0;6.95;status_1;0.00825889595914179;;type_1;2019-01-01
5c3868c2a2ca485f0e436c11;1547489838;d1a7b3b36d945e24de762b4314f80013;7.95;status_1;0.0090711029351625;;type_1;2019-01-01
5c378f9fa2ca485f0e42c3a1;1547480633;fe1b65719154b08d54adc0f74bb3a482;0.0;status_OK;0.0120841826949315;false;type_2;2019-01-01
5c37f12d3ffcdb0001027a67;1547246770;2cffb2817ec987d67c0955fe30e6b6db;34.1;status_1;0.02;;type_1;2019-01-01
5c375d5ea2ca485f0e42874c;1547144114;7b42e29c526044b6b234009a766feba5;34.1;status_1;0.0471511270409392;;type_1;2019-01-01
5c376fbca2ca485f0e429b1d;1547136963;5b8fabc0ab9c07954c3172fd9d5853b7;24.0;status_1;0.0323414948860165;false;type_1;2019-01-01
5c3703e0a2ca485f0e41f0a6;1547212686;9ad70305be078bb2605efd4a1f5bcb02;13.5;status_1;0.0136100043532885;false;type_1;2019-01-01
5c379999a2ca485f0e42d126;1547147674;6020822b70024456e7f0ba04fdccb5b5;6.95;status_1;0.00809313685927713;;type_1;2019-01-01
5c37ab76a2ca485f0e42e4ad;1547479099;02ad4bfd2d18e92abd9a700f6d132d47;0.0;status_1;0.0082534862633967;;type_2;2019-01-01
5c37c451a2ca485f0e42fd23;1547221337;5d25f433be57285078eaaf6207b8e813;10.95;status_OK;0.00907859565784294;false;type_1;2019-01-01
5c36fb37a2ca485f0e41c285;1547289129;a63ae24937ebe1793784e49465a63472;7.95;status_1;0.00911479291696537;;type_1;2019-01-01
5c3c78c1bb28a700012c8372;1547568379;0c509e2c9100258a114f212137b9090f;24.0;status_KO;0.0119;false;type_1;2019-01-01
5c36e5cda2ca485f0e413a18;1547292481;58d8b772f032ff48c0cf1e588f1532f7;13.5;status_1;0.0114851648083391;;type_1;2019-01-01
5c376902a2ca485f0e429339;1547507312;8267826baac7ccceb147988ae67198a9;16.95;status_OK;0.0122373129483451;false;type_1;2019-01-01
5c389a28a2ca485f0e4397bb;1547213507;82369b2bbd6c65817d32c3fb58f116e0;16.95;status_1;0.0142790120681175;;type_1;2019-01-01
5c3735eda2ca485f0e4256e3;1547123101;1d17e1437f0fbdf6f03aed135ff4c261;0.0;status_1;0.00970523511850925;;type_2;2019-01-01
5c38a49bbb28a700012c6647;1547297759;4615c56ddc922dfb44c1d46d32bd37ca;34.1;status_KO;0.0265;false;type_1;2019-01-01
5c375b65a2ca485f0e428516;1547376460;f1aa8af8e295e2fbaec61343a84b9ce1;0.0;status_1;0.0143800512531893;false;type_2;2019-01-01
5c377335a2ca485f0e429f49;1547573660;8a994ffd5947d8ef4fd32a11063c03e9;11.95;status_1;0.00974144036147497;;type_1;2019-01-01
5c384d92a2ca485f0e433d8a;1547193762;608f991c2bf92ea673f5b4e495fa0c45;16.95;status_1;0.0173439295380604;;type_1;2019-01-01
5c384f85a2ca485f0e4342a3;1547585392;0bd900e61f0942fe5c91cb43d4292f15;34.1;status_1;0.0408106043331776;;type_1;2019-01-01
5c386ee3a2ca485f0e437216;1547202276;52f6e940de049be6eda9952583361485;7.95;status_1;0.00944879697202463;;type_1;2019-01-01
5c38e533a2ca485f0e43c6d3;1547294522;cc3be5b50a43d77bb90823b7d3181ded;0.0;status_1;0.0086;;type_2;2019-01-01
5c36f845a2ca485f0e41ac63;1547227749;d7f5acc6fba643acb0ed79f7ae75e43a;13.5;status_OK;0.0119858469258327;false;type_1;2019-01-01
5c387cc43ffcdb0001027f05;1547205907;488499e9667d7add4f1d6f2b6ab0ea65;34.1;status_1;0.0381;;type_1;2019-01-01
5c379281a2ca485f0e42c7f8;1547290229;ce95de59b8eb7d898930b1985e3f1d0a;10.95;status_OK;0.00909447857069188;false;type_1;2019-01-01
5c37758aa2ca485f0e42a1e2;1547485848;4ccac47cec86ed5d1bde390a0e55d453;6.95;status_1;0.00825434723083502;;type_1;2019-01-01
5c386826cba9c500168cd604;1547225656;59922b28a80dbcc88bdaa8c0f8724a1e;9.95;status_OK;0.0082;false;type_3;2019-01-01
5c379200a2ca485f0e42c700;1547145731;7025dbb8623d2023570d072e2f962b3a;7.95;status_1;0.00949083464978837;;type_1;2019-01-01
5c374f43a2ca485f0e427624;1547144925;1a64c42130ed2db3035503fa7102d771;7.25;status_1;0.008263119468789359;;type_1;2019-01-01
5c36f66da2ca485f0e4199e0;1547580846;b1d0264851aceb533c7ba2ae7efb0df7;7.25;status_1;0.00832340561639287;;type_1;2019-01-01
5c3b8f39cba9c500168cd689;1547407188;ae2f4787d0933fed6b5a1fed164899b3;8.5;status_2;0.0091;;type_3;2019-01-01
5c37896fa2ca485f0e42b758;1547494086;daeda8df1a85310da414d86978c3b706;7.25;status_1;0.00827763418336014;;type_1;2019-01-01
5c3770c1a2ca485f0e429c42;1547137217;1d8b5ba134330bf6d521a6339349a4c9;24.0;status_1;0.0285266672815755;;type_1;2019-01-01
5c373a70a2ca485f0e425c43;1547144477;49dc13664ad8f55d6a54cba6e86069ec;24.0;status_1;0.0162128625028463;;type_1;2019-01-01
5c3a0bcba2ca485f0e443758;1547307988;6d14381f59325c049656f519df632d27;34.1;status_1;0.0400961996898501;;type_1;2019-01-01
5c383ffea2ca485f0e432114;1547190296;c5cc0b0e407dae0da27049f8a8d63abb;13.5;status_1;0.0134999745676812;;type_1;2019-01-01
